SITC 5 DIGIT,5D DESC
81221,"CERAMIC SINKS, WASH-BASINS, WASH-BASIN PEDESTALS, BATHS, BIDETS, WATER-CLOSET PANS, FLUSHING CISTERN, URINALS AND SIMILAR SANITARY FIXTURES, OF PORCELAIN OR CHINA"
81229,"CERAMIC SINKS, WASH-BASINS, WASH-BASIN PEDESTALS, BATHS, BIDETS, WATER-CLOSET PANS, FLUSHING CISTERN, URINALS AND SIMILAR SANITARY FIXTURES, OF OTHER THAN PORCELAIN OR CHINA"
81311,CHANDELIERS AND OTHER ELECTRIC CEILING AND WALL LIGHTING FITTINGS (EXCLUDING THOSE OF A KIND USED FOR LIGHTING PUBLIC OPEN SPACES OR THOROUGHFARES)
81312,"PORTABLE ELECTRIC LAMPS DESIGNED TO FUNCTION BY THEIR OWN SOURCE OF ENERGY (E.G., DRY BATTERIES, ACCUMULATORS OR MAGNETOS), OTHER THAN LIGHTING EQUIPMENT FALLING UNDER HEADING 778.34"
81313,"LIGHTING FIXTURES AND FITTINGS, N.E.S."
81315,"ELECTRIC LAMPS AND LIGHTING FITTINGS, N.E.S."
81317,NON-ELECTRICAL LAMPS AND LIGHTING FITTINGS
81320,"ILLUMINATED SIGNS, ILLUMINATED NAME-PLATES AND THE LIKE"
81380,PARTS OF THE PORTABLE ELECTRIC LAMPS OF HEADING 813.12 (EXCLUDING STORAGE BATTERIES)
81382,PARTS OF THE PORTABLE ELECTRIC LAMPS OF HEADING 813.12 (EXCLUDING STORAGE BATTERIES)
81391,"PARTS, N.E.S., OF THE GOODS OF SUBGROUP 813.1 AND HEADING 813.2, OF GLASS"
81392,"PARTS, N.E.S., OF THE GOODS OF SUBGROUP 813.1 AND HEADING 813.2, OF PLASTICS"
81399,"PARTS, N.E.S., OF THE GOODS OF SUBGROUP 813.1 AND HEADING 813.2, OTHER THAN OF GLASS AND PLASTICS"
82111,SEATS OF A KIND USED FOR AIRCRAFT
82112,SEATS OF A KIND USED FOR MOTOR VEHICLES
82113,"SEATS OF CANE, OSIER, BAMBOO OR SIMILAR MATERIALS, WHETHER OR NOT UPHOLSTERED"
82114,SWIVEL SEATS WITH VARIABLE HEIGHT ADJUSTMENT
82115,"SEATS, OTHER THAN GARDEN SEATS OR CAMPING EQUIPMENT, CONVERTIBLE INTO BEDS"
82116,"SEATS, N.E.S., WITH WOODEN FRAMES"
82117,"SEATS, N.E.S., WITH METAL FRAMES"
82118,OTHER SEATS
82119,PARTS OF THE SEATS OF SUBGROUP 821.1
82121,MATTRESS SUPPORTS
82123,MATTRESSES OF CELLULAR RUBBER OR PLASTICS
82125,MATTRESSES OF OTHER MATERIALS
82127,SLEEPING-BAGS
82129,OTHER ARTICLES OF BEDDING
82131,"FURNITURE, N.E.S., OF METAL, OF A KIND USED IN OFFICES"
82139,"FURNITURE, N.E.S., OF METAL, OTHER THAN OF A KIND USED IN OFFICES"
82151,"FURNITURE, N.E.S., OF WOOD, OF A KIND USED IN OFFICES"
82153,"FURNITURE, N.E.S., OF WOOD, OF A KIND USED IN THE KITCHEN"
82155,"FURNITURE, N.E.S., OF WOOD, OF A KIND USED IN THE BEDROOM"
82159,"FURNITURE, N.E.S., OF WOOD, OTHER THAN OF A KIND USED IN OFFICES, KITCHEN AND BEDROOM"
82171,"FURNITURE, N.E.S., OF OTHER MATERIALS, OF PLASTICS"
82179,"FURNITURE, N.E.S., OF OTHER MATERIALS, N.E.S IN SUBGROUP 8217 (INCLUDING BAMBOO)"
82180,"PARTS OF THE FURNITURE OF SUBGROUPS 821.3, 821.5 AND 821.7"
83111,"HANDBAGS, WHETHER OR NOT WITH SHOULDER-STRAP (INCLUDING THOSE WITHOUT HANDLE), WITH OUTER SURFACE OF LEATHER, OF COMPOSITION LEATHER OR OF PATENT LEATHER"
83112,"HANDBAGS, WHETHER OR NOT WITH SHOULDER-STRAP (INCLUDING THOSE WITHOUT HANDLE), WITH OUTER SURFACE OF SHEETING OF PLASTICS OR OF TEXTILE MATERIALS"
83119,"HANDBAGS, WHETHER OR NOT WITH SHOULDER-STRAP (INCLUDING THOSE WITHOUT HANDLE), N.E.S IN SUBGROUP 8311"
83121,"TRUNKS, SUITCASES, VANITY CASES, EXECUTIVE CASES, BRIEFCASES, SCHOOL SATCHELS AND SIMILAR CONTAINERS, WITH OUTER SURFACE OF LEATHER, OF COMPOSITION LEATHER OR OF PATENT LEATHER"
83122,"TRUNKS, SUITCASES, VANITY CASES, EXECUTIVE CASES, BRIEFCASES, SCHOOL SATCHELS AND SIMILAR CONTAINERS, WITH OUTER SURFACE OF PLASTICS OR OF TEXTILE MATERIALS"
83129,"TRUNKS, SUITCASES, VANITY CASES, EXECUTIVE CASES, BRIEFCASES, SCHOOL SATCHELS AND SIMILAR CONTAINERS, N.E.S IN SUBGROUP 8312"
83130,"TRAVEL SETS FOR PERSONAL TOILET, SEWING OR SHOE OR CLOTHES CLEANING"
83191,ARTICLES OF A KIND NORMALLY CARRIED IN THE POCKET OR HANDBAG
83199,"OTHER TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS"
84111,"OVERCOATS, RAINCOATS, CAR COATS, CAPES, CLOAKS AND SIMILAR ARTICLES, OF WOOL OR FINE ANIMAL HAIR"
84112,"OVERCOATS, RAINCOATS, CAR COATS, CAPES, CLOAKS AND SIMILAR ARTICLES, OF TEXTILE MATERIALS OTHER THAN WOOL OR FINE ANIMAL HAIR"
84119,OTHER ARTICLES OF APPAREL AND CLOTHING ACCESSORIES
84121,SUITS OF WOOL OR FINE ANIMAL HAIR
84122,SUITS OF TEXTILE MATERIALS OTHER THAN WOOL OR FINE ANIMAL HAIR
84123,ENSEMBLES
84130,JACKETS AND BLAZERS
84140,"TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS"
84151,"SHIRTS, OF COTTON"
84159,"SHIRTS, OF TEXTILE MATERIALS OTHER THAN COTTON"
84161,UNDERPANTS AND BRIEFS
84162,NIGHTSHIRTS AND PYJAMAS
84169,"PYJAMAS, BATHROBES, DRESSING-GOWNS AND SIMILAR ARTICLES"
84211,"OVERCOATS, RAINCOATS, CAR COATS, CAPES, CLOAKS AND SIMILAR ARTICLES"
84219,"ANORAKS (INCLUDING SKI JACKETS), WINDCHEATERS, WIND JACKETS (OTHER THAN THOSE OF HEADING 842.3)"
84221,SUITS
84222,ENSEMBLES
84230,JACKETS AND BLAZERS
84240,DRESSES
84250,SKIRTS AND DIVIDED SKIRTS
84260,"TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS"
84270,"BLOUSES, SHIRTS AND SHIRT BLOUSES"
84281,SLIPS AND PETTICOATS
84282,NIGHTDRESSES AND PYJAMAS
84289,"SINGLETS AND OTHER VESTS,BRIEFS, PANTIES, NEGLIGES, BATHROBES, DRESSING-GOWNS AND SIMILAR ARTICLES"
84310,"OVERCOATS, CAR COATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI JACKETS), WINDCHEATERS, WIND JACKETS AND"
84321,SUITS
84322,ENSEMBLES
84323,JACKETS AND BLAZERS
84324,"TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS"
84371,"MEN'S OR BOYS' SHIRTS, OF COTTON"
84379,"MEN'S OR BOYS' SHIRTS, OF OTHER TEXTILE MATERIALS (OTHER THAN COTTON)"
84381,"MEN'S OR BOYS' , UNDERPANTS AND BRIEFS"
84382,"MEN'S OR BOYS' , NIGHTSHIRTS AND PYJAMAS"
84389,"MEN'S OR BOYS', BATHROBES, DRESSING-GOWNS AND SIMILAR ARTICLES"
84410,"WOMEN'S OR GIRLS' , OVERCOATS, CAR COATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI JACKETS), WINDCHEATERS, WIND JACKETS AND"
84421,WOMEN'S OR GIRLS' SUITS
84422,WOMEN'S OR GIRLS' ENSEMBLES
84423,WOMEN'S OR GIRLS' JACKETS AND BLAZERS
84424,WOMEN'S OR GIRLS' DRESSES
84425,WOMEN'S OR GIRLS' SKIRTS AND DIVIDED SKIRTS
84426,"WOMEN'S OR GIRLS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS"
84470,"WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT BLOUSES"
84481,WOMEN'S OR GIRLS' SLIPS AND PETTICOATS
84482,WOMEN'S OR GIRLS' BRIEFS AND PANTIES
84483,WOMEN'S OR GIRLS' NIGHTDRESSES AND PYJAMAS
84489,"WOMEN'S OR GIRLS' NEGLIGTES, BATHROBES, DRESSING-GOWNS AND SIMILAR ARTICLES"
84511,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED"
84512,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED"
84521,GARMENTS MADE UP OF FABRICS OF SUBGROUP 657.1 OR HEADING 657.2
84522,"MEN'S AND BOY'S GARMENTS MADE UP OF FABRICS (NOT KNITTED OR CROCHETED) OF HEADING 657.32, 657.33 OR 657.34"
84523,"WOMEN'S OR GIRLS' GARMENTS MADE UP OF FABRICS (NOT KNITTED OR CROCHETED) OF HEADING 657.32, 657.33 OR 657.34"
84524,"GARMENTS MADE UP OF KNITTED OR CROCHETED FABRICS OF HEADINGS 657.32, 657.33 OR 657.34"
84530,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
84540,"T-SHIRTS, SINGLETS AND OTHER VESTS, KNITTED OR CROCHETED"
84551,BRASSIERES
84552,"GIRDLES, CORSETS, BRACES, SUSPENDERS, GARTERS AND SIMILAR ARTICLES"
84561,"SWIMWEAR, MEN'S OR BOYS', NOT KNITTED OR CROCHETED"
84562,"SWIMWEAR, MEN'S OR BOYS, KNITTED OR CROCHETED"
84563,"SWIMWEAR, WOMEN'S OR GIRLS', NOT KNITTED OR CROCHETED"
84564,"SWIMWEAR, WOMEN'S OR GIRLS', KNITTED OR CROCHETED"
84581,"SKI SUITS, NOT KNITTED OR CROCHETED"
84587,"ARTICLES OF APPAREL, MEN'S OR BOYS', N.E.S., NOT KNITTED OR CROCHETED"
84589,"ARTICLES OF APPAREL, WOMEN'S OR GIRLS', N.E.S., NOT KNITTED OR CROCHETED"
84591,"TRACK SUITS, KNITTED OR CROCHETED"
84592,"SKI SUITS, KNITTED OR CROCHETED"
84599,"GARMENTS, KNITTED OR CROCHETED, N.E.S."
84611,"HANDKERCHIEFS, NOT KNITTED OR CROCHETED"
84612,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, NOT KNITTED OR CROCHETED"
84613,"TIES, BOW-TIES AND CRAVATS, NOT KNITTED OR CROCHETED"
84614,"GLOVES, MITTENS AND MITTS, NOT KNITTED OR CROCHETED"
84619,"OTHER MADE-UP CLOTHING ACCESSORIES; PARTS OF GARMENTS OR OF CLOTHING OTHER THAN THAT OF SUBGROUP 845, NOT KNITTED OR CROCHETED"
84623,"CLOTHING ACCESSORIES; OTHER THAN THOSE FOR BABIES, GRADUATED COMPRESSION HOSIERY (FOR EXAMPLE, STOCKINGS FOR VARICOSE VEINS), KNITTED OR CROCHETED"
84624,"CLOTHING ACCESSORIES; OTHER THAN THOSE FOR BABIES, PANTY HOSE AND TIGHTS N.E.S IN DIVISION 84, KNITTED OR CROCHETED"
84625,"CLOTHING ACCESSORIES; OTHER THAN THOSE FOR BABIES, WOMEN'S FULL LENGTH OR KNEE-LENGTH HOSIERY, MEASURING PER SINGLE YARN LESS THAN 67 DECITEX, KNITTED OR CROCHETED"
84629,"CLOTHING ACCESSORIES; OTHER THAN THOSE FOR BABIES, HOSIERY, N.E.S IN DIVISION 84, KNITTED OR CROCHETED"
84691,"GLOVES, IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER"
84692,"OTHER GLOVES, MITTENS AND MITTS"
84693,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE"
84699,"MADE-UP CLOTHING ACCESSORIES, N.E.S.; PARTS OF GARMENTS OR OF CLOTHING ACCESSORIES"
84811,ARTICLES OF APPAREL
84812,"GLOVES, MITTENS AND MITTS, NOT DESIGNED FOR USE IN SPORTS"
84813,BELTS AND BANDOLIERS
84819,OTHER CLOTHING ACCESSORIES
84821,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PLASTICS"
84822,RUBBER GLOVES
84829,"OTHER ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, FOR ALL PURPOSES, OF VULCANIZED RUBBER (OTHER THAN HARD RUBBER)"
84831,ARTICLES OF FURSKIN
84832,ARTIFICIAL FUR AND ARTICLES THEREOF
84842,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED"
84843,"HATS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC IN THE PIECE (BUT NOT IN STRIPS), WHETHER OR NOT LINED OR TRIMMED; HAIRNETS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED"
84844,"SAFETY HEADGEAR, WHETHER OR NOT LINED OR TRIMMED"
84845,"HEADGEAR, N.E.S., OF RUBBER OR PLASTICS, WHETHER OR NOT LINED OR TRIMMED"
84848,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES OF OTHER THAN TEXTILE FABRICS; HEADGEAR OF ALL MATERIAL
84849,"HEADGEAR, N.E.S., OF MATERIALS OTHER THAN RUBBER OR PLASTICS"
85111,"WATERPROOF FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR OF PLASTICS, THE UPPERS OF WHICH ARE NEITHER FIXED TO THE SOLE NOR ASSEMBLED BY STITCHING, RIVETING, NAILING, SCREWING, PLUGGING OR SIMILAR PROCESSES"
85115,"FOOTWEAR, NON-WATERPROOF, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER"
85121,"SKI BOOTS AND CROSS-COUNTRY SKI FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS"
85122,"SKI BOOTS AND CROSS-COUNTRY SKI FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER"
85123,"OTHER SPORTS FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS"
85124,"OTHER SPORTS FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER."
85125,"TENNIS SHOES, BASKETBALL SHOES, GYM SHOES, TRAINING SHOES AND THE LIKE AND OTHER SPORTS FOOTWEAR WITH OUTER SOLES OF RUBBER OR PLASTICS AND UPPERS OF TEXTILE MATERIALS"
85131,"OTHER WATERPROOF FOOTWEAR, THE UPPERS OF WHICH ARE NEITHER FIXED TO THE SOLE NOR ASSEMBLED BY STITCHING, RIVETING, NAILING, SCREWING, PLUGGING OR SIMILAR PROCESSES"
85132,"OTHER FOOTWEAR, N.E.S., WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS"
85141,FOOTWEAR WITH OUTER SOLES OF LEATHER AND UPPERS WHICH CONSIST OF LEATHER STRAPS ACROSS THE INSTEP AND AROUND THE BIG TOE SOLE OR A PROTECTIVE METAL TOECAP.
85148,"FOOTWEAR, N.E.S., WITH OUTER SOLES OF LEATHER"
85149,UPPERS WHICH CONSIST OF LEATHER STRAPS ACROSS THE INSTEP AND AROUND THE BIG TOE SOLE OR A PROTECTIVE METAL TOECAP.
85151,FOOTWEAR
85152,"FOOTWEAR, WITH UPPERS OF TEXTILE MATERIALS, WITH OUTER SOLES OF LEATHER OR COMPOSITION LEATHER"
85159,"FOOTWEAR, WITH UPPERS OF TEXTILE MATERIALS, N.E.S IN SUBGROUP 8515"
85170,"FOOTWEAR, N.E.S."
85190,"PARTS OF FOOTWEAR (INCLUDING UPPERS, WHETHER OR NOT ATTACHED TO SOLES OTHER THAN OUTER SOLES); REMOVABLE INSOLES, HEEL CUSHIONS AND SIMILAR ARTICLES; GAITERS, LEGGINGS AND SIMILAR ARTICLES, AND PARTS THEREOF"
87111,BINOCULARS
87115,OTHER ASTRONOMICAL INSTRUMENTS
87119,PARTS AND ACCESSORIES (INCLUDING MOUNTINGS)
87131,MICROSCOPES (OTHER THAN OPTICAL MICROSCOPES) AND DIFFRACTION APPARATUS
87139,PARTS AND ACCESSORIES
87141,STEREOSCOPIC MICROSCOPES
87143,"OTHER MICROSCOPES FOR PHOTOMICROGRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION"
87145,"MICROSCOPES, N.E.S."
87149,PARTS AND ACCESSORIES
87191,"TELESCOPIC SIGHTS FOR FITTING TO ARMS; PERISCOPES; TELESCOPES DESIGNED TO FORM PARTS OF MACHINES, APPLIANCES, INSTRUMENTS OR APPARATUS OF SECTION 7, DIVISION 87, GROUP 881 OR 884 OR SUBGROUP 899.6"
87192,LASERS (OTHER THAN LASER DIODES)
87193,"OTHER OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS"
87199,PARTS AND ACCESSORIES OF THE ARTICLES OF SUBGROUP 871.9
87211,"DENTAL DRILL ENGINES, WHETHER OR NOT COMBINED ON A SINGLE BASE WITH OTHER DENTAL EQUIPMENT"
87219,OTHER DENTAL INSTRUMENTS AND APPLIANCES
87221,"SYRINGES, NEEDLES, CATHETERS, CANNULAE AND THE LIKE"
87225,"OPHTHALMIC INSTRUMENTS AND APPLIANCES, N.E.S."
87229,OTHER INSTRUMENTS AND APPLIANCES
87231,MECHANOTHERAPY APPLIANCES; MASSAGE APPARATUS; PSYCHOLOGICAL APTITUDE-TESTING APPARATUS
87233,"OZONE THERAPY, OXYGEN THERAPY, AEROSOL THERAPY, ARTIFICIAL RESPIRATION OR OTHER THERAPEUTIC RESPIRATION APPARATUS"
87235,OTHER BREATHING APPLIANCES AND GAS MASKS (EXCLUDING PROTECTIVE MASKS HAVING NEITHER MECHANICAL PARTS
87240,"MEDICAL, DENTAL, SURGICAL OR VETERINARY FURNITURE (E.G., OPERATING TABLES, EXAMINATION TABLES, HOSPITAL BEDS WITH MECHANICAL FITTINGS, DENTISTS; CHAIRS); BARBERS CHAIRS AND SIMILAR CHAIRS WITH ROTATING, RECLINING AND ELEVATING MOVEMENTS; PARTS OF THE FOR"
87311,GAS METERS
87313,LIQUID METERS
87315,ELECTRICITY METERS
87319,"PARTS AND ACCESSORIES OF GAS, LIQUID OR ELECTRICITY METERS"
87321,"REVOLUTION COUNTERS, PRODUCTION COUNTERS, TAXIMETERS, MILEOMETERS, PEDOMETERS AND THE LIKE"
87325,SPEED INDICATORS AND TACHOMETERS; STROBOSCOPES
87329,PARTS AND ACCESSORIES OF THE ARTICLES OF SUBGROUP 873.2
87411,DIRECTION-FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES
87412,PARTS AND ACCESSORIES OF NAVIGATIONAL INSTRUMENTS AND APPLIANCES
87413,"SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES (EXCLUDING COMPASSES); RANGEFINDERS"
87414,PARTS AND ACCESSORIES FOR THE ARTICLES OF HEADING 874.13
87422,"DRAFTING TABLES AND MACHINES, WHETHER OR NOT AUTOMATIC, AND OTHER DRAWING, MARKING-OUT OR MATHEMATIC"
87423,"INSTRUMENTS FOR MEASURING LENGTH, FOR USE IN THE HAND (E.G., MEASURING RODS AND TAPES, MICROMETERS, CALLIPERS), N.E.S."
87424,PARTS AND ACCESSORIES FOR THE ARTICLES OF HEADINGS 874.22 AND 874.23
87425,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, N.E.S.; PROFILE PROJECTORS"
87426,PARTS AND ACCESSORIES FOR THE ARTICLES OF HEADING 874.25
87431,INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW OR LEVEL OF LIQUIDS
87435,INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE PRESSURE OF LIQUIDS OR GASES
87437,OTHER INSTRUMENTS AND APPARATUS
87439,PARTS AND ACCESSORIES
87441,GAS OR SMOKE ANALYSIS APPARATUS
87442,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENTS
87443,"SPECTROMETERS, SPECTROPHOTOMETERS AND SPECTROGRAPHS USING OPTICAL RADIATIONS (UV, VISIBLE, IR)"
87445,"OTHER INSTRUMENTS AND APPARATUS USING OPTICAL RADIATIONS (UV, VISIBLE, IR)"
87446,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, N.E.S."
87449,MICROTOMES; PARTS AND ACCESSORIES OF THE ARTICLES OF SUBGROUP 874.4
87451,"BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS"
87452,"INSTRUMENTS, APPARATUS OR MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES (E.G., FOR EDUCATION OR EXHIBITION), UNSUITABLE FOR OTHER USES"
87453,"MACHINES AND APPLIANCES FOR TESTING THE HARDNESS, STRENGTH, COMPRESSIBILITY, ELASTICITY OR OTHER MECHANICAL PROPERTIES OF MATERIALS (E.G., METALS, WOOD, TEXTILES, PAPER, PLASTICS)"
87454,PARTS AND ACCESSORIES FOR THE MACHINES AND APPLIANCES OF HEADING 874.53
87455,"HYDROMETERS AND SIMILAR FLOATING INSTRUMENTS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS, PSYCHROMETERS, RECORDING OR NOT, AND ANY COMBINATION OF THESE INSTRUMENTS"
87456,PARTS AND ACCESSORIES FOR THE INSTRUMENTS OF HEADING 874.55
87461,THERMOSTATS
87463,PRESSURE REGULATORS AND CONTROLLERS (MANOSTATS)
87465,OTHER REGULATING OR CONTROLLING INSTRUMENTS AND APPARATUS
87469,PARTS AND ACCESSORIES FOR AUTOMATIC REGULATING OR CONTROLLING INSTRUMENTS AND APPARATUS
87471,INSTRUMENTS AND APPARATUS FOR MEASURING OR DETECTING IONIZING RADIATIONS
87473,CATHODE-RAY OSCILLOSCOPES AND CATHODE-RAY OSCILLOGRAPHS
87475,"OTHER INSTRUMENTS AND APPARATUS, FOR MEASURING OR CHECKING VOLTAGE, CURRENT, RESISTANCE OR POWER, WI"
87477,"OTHER INSTRUMENTS AND APPARATUS, SPECIALLY DESIGNED FOR TELECOMMUNICATIONS (E.G., CROSSTALK METERS, GAIN-MEASURING INSTRUMENTS, DISTORTION FACTOR METERS, PSOPHOMETERS)"
87478,OTHER INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING ELECTRICAL QUANTITIES
87479,PARTS AND ACCESSORIES FOR THE INSTRUMENTS AND APPARATUS OF SUBGROUP 874.7
87490,"PARTS AND ACCESSORIES FOR MACHINES, APPLIANCES, INSTRUMENTS AND APPARATUS, N.E.S."
88111,PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS
88113,PHOTOGRAPHIC FLASHLIGHT APPARATUS (OTHER THAN THE DISCHARGE LAMPS OF SUBGROUP 778.2)
88114,PARTS AND ACCESSORIES FOR THE PHOTOGRAPHIC CAMERAS OF HEADING 881.11
88115,PARTS AND ACCESSORIES FOR PHOTOGRAPHIC FLASHLIGHT APPARATUS
88121,CINEMATOGRAPHIC CAMERAS
88122,CINEMATOGRAPHIC PROJECTORS
88123,PARTS AND ACCESSORIES FOR THE CINEMATOGRAPHIC CAMERAS OF HEADING 821.21
88124,PARTS AND ACCESSORIES FOR CINEMATOGRAPHIC PROJECTORS
88132,"IMAGE PROJECTORS, N.E.S."
88134,PARTS AND ACCESSORIES FOR THE EQUIPMENT OF HEADINGS 881.31 THROUGH 881.33
88135,"APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC (INCLUDING CINEMATOGRAPHIC) LABORATORIES (INCLUDING APPARATUS FOR THE PROJECTION OF CIRCUIT PATTERNS ON SENSITIZED SEMICONDUCTOR MATERIALS), N.E.S.; NEGATOSCOPES; PROJECTION SCREENS"
88136,PARTS AND ACCESSORIES FOR THE APPARATUS AND EQUIPMENT OF HEADING 881.35
88210,"CHEMICAL PREPARATIONS FOR PHOTOGRAPHIC USES (OTHER THAN VARNISHES, GLUES, ADHESIVES AND SIMILAR PREPARATIONS); UNMIXED PRODUCTS FOR PHOTOGRAPHIC USES, PUT UP IN MEASURED PORTIONS OR PUT UP FOR RETAIL SALE IN A FORM READY FOR USE"
88220,"PHOTOGRAPHIC PLATES AND FILM IN THE FLAT, SENSITIZED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN THE FLAT, SENSITIZED, UNEXPOSED, WHETHER OR NOT IN PACKS"
88230,"PHOTOGRAPHIC FILM IN ROLLS, SENSITIZED, UNEXPOSED, OF ANY MATERIAL OTHER THAN PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITIZED, UNEXPOSED"
88240,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES, SENSITIZED, UNEXPOSED"
88250,"PHOTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED"
88260,"PHOTOGRAPHIC PLATES AND FILM, EXPOSED AND DEVELOPED, OTHER THAN CINEMATOGRAPHIC FILM"
88310,"CINEMATOGRAPHIC FILM, EXPOSED AND DEVELOPED, WHETHER OR NOT INCORPORATING SOUNDTRACK OR CONSISTING ONLY OF SOUNDTRACK. OF A WIDTH OF 35 MM OR MORE"
88390,"CINEMATOGRAPHIC FILM, EXPOSED AND DEVELOPED, WHETHER OR NOT INCORPORATING SOUNDTRACK OR CONSISTING ONLY OF SOUNDTRACK. OTHER THAN OF A WIDTH OF 35 MM OR MORE"
88411,CONTACT LENSES
88415,SPECTACLE LENSES OF GLASS
88417,SPECTACLE LENSES OF OTHER MATERIALS
88419,"OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES AND CABLES; SHEETS AND PLATES OF POLARIZING MATERIAL; UNMOUNTED OPTICAL ELEMENTS, N.E.S."
88421,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE"
88422,"PARTS FOR FRAMES AND MOUNTINGS OF SPECTACLES, GOGGLES OR THE LIKE"
88423,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER"
88431,"OBJECTIVE LENSES FOR CAMERAS, PROJECTORS OR PHOTOGRAPHIC ENLARGERS OR REDUCERS"
88432,OTHER OBJECTIVE LENSES
88433,FILTERS
88439,"MOUNTED OPTICAL ELEMENTS, N.E.S."
88531,"WRIST-WATCHES, BATTERY OR ACCUMULATOR POWERED, WHETHER OR NOT INCORPORATING A STOPWATCH FACILITY"
88532,"OTHER WRIST-WATCHES, WHETHER OR NOT INCORPORATING A STOPWATCH FACILITY"
88539,POCKET WATCHES AND OTHER WATCHES (NOT WRIST-WATCHES)
88541,"WRIST-WATCHES, ELECTRICALLY OPERATED, WHETHER OR NOT INCORPORATING A STOP-WATCH FACILITY, OTHER THAN THOSE OF SUBGROUP 885.3"
88542,"OTHER WRIST-WATCHES, WHETHER OR NOT INCORPORATING A STOPWATCH FACILITY"
88549,POCKET WATCHES AND OTHER WATCHES (NOT WRIST-WATCHES)
88551,"WATCH MOVEMENTS, COMPLETE AND ASSEMBLED. BATTERY OR ACCUMULATOR POWERED"
88552,"WATCH MOVEMENTS, COMPLETE AND ASSEMBLED. NEITHER BATTERY NOR ACCUMULATOR POWERED"
